Familia,Miembro,Nombre Completo,Fecha de nacimiento,Residencia,Nacionalidad,Cargos,Educación,Empleador,Área,Medios,Movimientos,Familiares
Familia Valdés (Chile),Consuelo Valdés,,"9 de octubre de 1948 (76 años) Santiago , Chile","Providencia , Chile",Chilena,Arqueóloga y política,,,,,,{}
Familia Valdés (Chile),Héctor Valdés,,12 de diciembre de 1918 Santiago de Chile,,Chilena,Arquitecto,Pontificia Universidad Católica de Chile,Pontificia Universidad Católica de Chile,,,,{}
Familia Valdés (Chile),Vicente Valdés,,"1866 , Chile",,Chilena,agricultor y político,,,,,,{}
Familia Valdés (Chile),Ricardo Valdés Bustamante,,"1880 Bogotá , Colombia",,Chilena,,Escuela Militar del Libertador Bernardo O'Higgins,,,,,{}
Familia Valdés (Chile),Manuel Valdés Valdés,,"27 de noviembre de 1933 Santiago , Chile","Santiago y Cunaco , Chile",Chilena,"Abogado , empresario y dirigente gremial",Universidad de Chile,,,,,{}
Familia Valdés (Chile),José Miguel Valdés Carrera,,14 de marzo de 1837,,chilena,agricultor y político,,,,,,"{'José Miguel Carrera': '[1] /wiki/Jos%C3%A9_Miguel_Carrera', 'Ignacio Carrera Pinto': '[2] /wiki/Ignacio_Carrera_Pinto', 'Luis Aldunate': '[3] /wiki/Luis_Aldunate'}"
Familia Valdés (Chile),Ramón Sotomayor Valdés,,3 de abril de 1830 o 1830,,Chilena,"Periodista , político e historiador",,,,,,{}
Familia Valdés (Chile),Pablo Valenzuela,Pablo de Tarso Rafael Antonio Valenzuela Valdés,13 de junio de 1941 (83 años) Santiago ( Chile ),,Chilena,Bioquímico y empresario,"Universidad de Chile , Universidad Andrés Bello , Universidad de California , Universidad de Northwestern .",Fundación Ciencia para la Vida,,,,{}
Familia Valdés (Chile),José Antonio Valdés González,,1856 La Serena ( Chile ),,Chilena,,,,,,,{}
Familia Valdés (Chile),Francisco de Borja Valdés,Francisco de Borja Valdés,"1851 Santiago , Chile",,Chilena,Agricultor,Colegio de los Sagrados Corazones de Santiago Instituto Nacional,,,,,{}
Familia Valdés (Chile),Andrés Walker Valdés,,30 de enero de 1894 Santiago de Chile ( Chile ),,Chilena,"Minero , periodista y político",,,,,,{}
Familia Valdés (Chile),José Manuel Tagle,,"8 de julio de 1916 Santiago , Chile",,Chilena,Ingeniero Agrónomo y político,Universidad Católica de Chile,,,,,{}
Familia Valdés (Chile),María Fernanda Valdés,,,,,,,,,,,{}
Familia Valdés (Chile),José Joaquín Valdés Valdés,,"1815] Chile Chile , Valparaíso",,Chilena,Abogado,Instituto Nacional,,,,,{}
Familia Valdés (Chile),Santos Díaz de Valdés Carrera,Santos Díaz Valdés Carrera,"1803 Santiago de Chile , Chile",,Chilena,Hacendado,,,,,,{'José Miguel Carrera': '[1] /wiki/Jos%C3%A9_Miguel_Carrera'}
Familia Valdés (Chile),Francisco Valdés Subercaseaux,,,,,,,,,,,{}
Familia Valdés (Chile),José Manuel Larraín Valdés,,2 de abril de 1864,,Chilena,Político y abogado,Universidad de Chile,,,,,{}
Familia Valdés (Chile),Cristóbal Valdés Ugalde,,"1821 Santiago de Chile , Chile",,Chilena,Abogado,,,,,,{}
Familia Valdés (Chile),Mercedes Valdés,,1843 Chile,,Chilena,Primera dama,,,,,,"{'Familia Valdés': '[1] /wiki/Familia_Vald%C3%A9s_(Chile)', 'Nicolás Barros': '[2] /wiki/Nicol%C3%A1s_Barros_Luco'}"
Familia Valdés (Chile),Elena Larraín Valdés,,3 de julio de 1918 Santiago de Chile ( Chile ),,Chilena,Activista política,,,,,,{'Raimundo Larraín Covarrubias': '[1] /wiki/Raimundo_Larra%C3%ADn_Covarrubias'}
Familia Valdés (Chile),Ricardo Claro,,"26 de agosto de 1934 Santiago , Chile",,Chilena,"Abogado , académico y empresario",Universidad de Chile Saint George's College,,,,,{'Ricardo Valdés Bustamante': '[1] /wiki/Ricardo_Vald%C3%A9s_Bustamante'}
Familia Valdés (Chile),Gabriel Valdés,Pío Gabriel Valdés Subercaseaux,"3 de julio de 1919 Santiago , Chile",,Chilena,"Abogado , diplomático , académico y político",Universidad Católica de Chile,,,,,"{'Valdés': '[1] /wiki/Familia_Vald%C3%A9s_(Chile)', 'Subercaseaux': '[2] /w/index.php?title=Familia_Subercaseaux&action=edit&redlink=1', 'Mons.': '[3] /wiki/Monse%C3%B1or', 'Francisco Valdés Subercaseaux': '[4] /wiki/Francisco_Vald%C3%A9s_Subercaseaux', 'Ramón Subercaseaux Vicuña': '[5] /wiki/Ram%C3%B3n_Subercaseaux_Vicu%C3%B1a', 'Julio Subercaseaux Barros': '[6] /wiki/Julio_Subercaseaux_Barros', 'Gastón Soublette': '[7] /wiki/Gast%C3%B3n_Soublette'}"
Familia Valdés (Chile),Francisco Valdés Vergara,,"4 de octubre de 1854 Santiago , Chile Chile",,chilena,"Historiador , diplomático y político",Universidad de Chile,,,,,"{'Ismael Valdés Vergara': '[1] /wiki/Ismael_Vald%C3%A9s_Vergara', 'José Francisco Vergara': '[2] /wiki/Jos%C3%A9_Francisco_Vergara', 'Diego Vergara Correa': '[3] /wiki/Diego_Vergara_Correa', 'José Bonifacio Vergara Correa': '[4] /wiki/Jos%C3%A9_Bonifacio_Vergara_Correa', 'Pedro Nolasco Cruz Vergara': '[5] /wiki/Pedro_Nolasco_Cruz_Vergara'}"
Familia Valdés (Chile),Gustavo Alessandri Valdés,,"30 de abril de 1929 Santiago , Chile",,Chilena,Abogado y político,Universidad Católica de Chile,,,,,"{'Alessandri': '[1] /wiki/Familia_Alessandri', 'Valdés': '[2] /wiki/Familia_Vald%C3%A9s_(Chile)', 'Gustavo Alessandri Bascuñán': '[3] /wiki/Gustavo_Alessandri_Bascu%C3%B1%C3%A1n', 'Jorge Alessandri Rodríguez': '[4] /wiki/Jorge_Alessandri_Rodr%C3%ADguez', 'José Pedro Alessandri Palma': '[5] /wiki/Jos%C3%A9_Pedro_Alessandri_Palma', 'Vicente Valdés Bascuñán': '[6] /wiki/Vicente_Vald%C3%A9s'}"
Familia Valdés (Chile),Pablo Yrarrázaval,,19 de octubre de 1951 (73 años),"Santiago , Chile",Chilena,Empresario,Universidad de Chile y Universidad Complutense de Madrid,,,,,{}
Familia Valdivieso,Viña Valdivieso,,,,,,,,,,,{}
Familia Valdivieso,Alberto Valdivieso Araos,,"29 de junio de 1849 Santiago , Chile",,Chilena,Agricultor,Colegio de los Sagrados Corazones de Santiago,,,,,{}
Familia Valdivieso,Mercedes Valdivieso,Isabel Mercedes Ignacia Valenzuela Álvarez,"1 de marzo de 1924 Santiago , Chile Chile",,Chilena,"Escritora, Académica, Editora.",,Universidad de Pekín Universidad de Houston Stephen F. Austin State University Universidad de St. Thomas Universidad Rice,,,,{}
Familia Valdivieso,Marcelo Valdivieso,Marcelo Nicolás Valdivieso Escobar,"30 de septiembre de 1975 Santiago , Chile",,Chilena,Actor,Inacap Colegio San Ignacio,,,,,{}
Familia Valdivieso,Crescente Errázuriz,,,,,,,,,,,{}
Familia Valdivieso,Jorge Valdivieso Blanco,,29 de abril de 1867 Santiago de Chile ( Chile ),,Chilena,Abogado y político,Universidad de Chile Colegio San Ignacio,,,,,{}
Familia Valdivieso,Germán Molina Valdivieso,,"1 de enero de 1943 (82 años) Viña del Mar , Chile","Santiago , Chile",Chilena,Abogado y político,Universidad Católica de Valparaíso,,,,,{}
Familia Valdivieso,Rafael Valentín Valdivieso,,,,,,,,,,,{}
Familia Valdivieso,Mercedes Fontecilla,María de las Mercedes Josefa Fontecilla y Fernández de Valdivieso,"18 de junio de 1799 Santiago , Chile",Santiago y Mendoza,Chilena,Política,,,,,,{'Ignacio Carrera Pinto': '[1] /wiki/Ignacio_Carrera_Pinto'}
Familia Valdivieso,Maximiano Errázuriz Valdivieso,,"21 de febrero de 1832 Chile Chile , Santiago",,Chilena,Agrimensor,Universidad de Chile,,,,,{}
Familia Valdivieso,Luz Valdivieso,Luz María Valdivieso Ovalle,1 de julio de 1977 (47 años) Chile,Santiago de Chile,Chilena,Actriz,,,,,,{}
Familia Valdivieso,Ramón Valdivieso,,23 de noviembre de 1902 Melipilla ( Chile ),,Chilena,Médico cirujano y académico,Universidad de Chile,,,,,{}
Familia Van Rysselberghe,Jacqueline van Rysselberghe,Jacqueline van Rysselberghe,"3 de febrero de 1965 (60 años) Concepción , Chile","Chiguayante , Chile",Chilena,Médica y política,,,,Chile Vamos,,"{'Enrique van Rysselberghe Martínez': '[1] /wiki/Enrique_van_Rysselberghe_Mart%C3%ADnez', 'Enrique': '[2] /wiki/Enrique_van_Rysselberghe_Herrera'}"
Familia Van Rysselberghe,Enrique van Rysselberghe Martínez,Máximo Enrique van Rysselberghe Martínez,"22 de agosto de 1911 Concepción , Chile","Concepción , Chile",Chilena,Político y arquitecto,,,,,,"{'Jacqueline van Rysselberghe': '[1] /wiki/Jacqueline_van_Rysselberghe', 'Enrique van Rysselberghe Herrera': '[2] /wiki/Enrique_van_Rysselberghe_Herrera'}"
Familia Van Rysselberghe,Enrique van Rysselberghe Herrera,Enrique van Rysselberghe Herrera,"17 de septiembre de 1976 (48 años) Concepción , Chile","Concepción , Chile",Chilena,Ingeniero comercial y político,Universidad del Desarrollo,,,Movimiento Schoenstatt,,"{'Enrique van Rysselberghe Martínez': '[1] /wiki/Enrique_van_Rysselberghe_Mart%C3%ADnez', 'Jacqueline': '[2] /wiki/Jacqueline_van_Rysselberghe'}"
Familia Van Rysselberghe,Enrique van Rysselberghe Varela,,"4 de abril de 1937 Concepción , Chile",,Chilena,"Arquitecto , empresario y político",Universidad Católica de Chile,,,,,{}
Familia Velasco (Chile),Eugenio Torres de Velasco,,"1805 Santiago de Chile , Chile",,Chilena,Abogado,Real Universidad de San Felipe,,,,,{}
Familia Velasco (Chile),Jorge Velasco,,"12 de junio de 1986 Santiago , Chile",,Chilena,Actor,Pontificia Universidad Católica de Chile,,,,,{}
Familia Velasco (Chile),José Tocornal Velasco,,"1806 Santiago , Chile",,Chilena,Abogado,,,,,,{}
Familia Velasco (Chile),Sergio Velasco de la Cerda,,"21 de diciembre de 1945 (79 años) San Antonio , Chile","San Antonio , Chile",Chilena,Político,,,,,,{}
Familia Velasco (Chile),José Antonio Manso de Velasco,,,,,,,,,,,{}
Familia Velasco (Chile),Andrés Velasco (actor),Andrés Hernán Velasco Reyes,"11 de junio de 1974 (50 años) Santiago , Chile",Santiago de Chile,Chilena,Actor,,,,,,{}
Familia Velasco (Chile),Fanor Velasco,,"1843 Santiago , Chile",,Chilena,"Periodista , escritor y político",Universidad de Chile,El Ferrocarril El Charivari El Heraldo,,,,{}
Familia Velasco (Chile),Rosa Rodríguez (primera dama),Rosa Ester Rodríguez Velasco,"30 de agosto de 1872 Santiago de Chile , Chile",,Chilena,Primera dama,,,,,,{'José Antonio Rodríguez': '[1] /wiki/Jos%C3%A9_Antonio_Rodr%C3%ADguez_Aldea'}
Familia Velasco (Chile),Fernando Castillo Velasco,,"15 de agosto de 1918 Santiago , Chile","Santiago, Chile",Chilena,Arquitecto y político,Universidad Católica de Chile,,,,,{}
Familia Velasco (Chile),Casa de Velasco (Santiago de Chile),,,,,,,,,,,{}
Familia Velasco (Chile),Mario Velasco,Mario Andrés Velasco Donoso,"4 de abril de 1979 (46 años) Montegrande , Chile",,Chilena,"Presentador de televisión , Locutor de radio",,,,,,{}
Familia Velasco (Chile),Graciela Letelier,Graciela Letelier Velasco,15 de diciembre de 1901 Rancagua ( Chile ),,Chilena,Ama de casa,,,,,,{}
Familia Velasco (Chile),Benjamín Claro Velasco,,31 de marzo de 1902 Santiago de Chile,,Chilena,abogado,Universidad de Chile,,,,,{}
Familia Velasco (Chile),Ernesto Velasco Rodríguez,,13 de septiembre de 1963 (61 años) La Serena ( Chile ),"La Serena , Chile",Chilena,Profesor y político,Universidad de La Serena,,,,,{}
Familia Velasco (Chile),Gabriela Velasco,Gabriela de la Concepción Velasco Vergara,10 de octubre de 1941 Santiago ( Chile ),,Chilena,Actriz y presentadora de televisión,,,,,,{}
Familia Velasco (Chile),Josefina Velasco,María Josefina Velasco Contardo,25 de noviembre de 1961 (63 años) Santiago de Chile ( Chile ),,Chilena,Actriz,,,,,,{}
Familia Velasco (Chile),Guillermo Velasco,,,,,,,,,,,{}
Familia Velasco (Chile),Andrés Velasco Brañes,,"30 de agosto de 1960 (64 años) Santiago , Chile","Santiago , Chile",Chilena,"Economista , académico , investigador , consultor y político",Universidad Yale ( B.A. en Ciencias Económicas y Filosofía ) Universidad Yale ( M.A. en Relaciones internacionales ) Universidad de Columbia ( Ph.D. en Ciencias Económicas) Instituto Tecnológico de Massachusetts ( Investigador postdoctoral ) Universidad Harvard (Investigador postdoctoral) The Grange School,Universidad Harvard Universidad de Londres Escuela de Economía y Ciencia Política de Londres (desde 2018),,,,{}
Familia Velasco (Chile),Eugenio Velasco Morandé,,17 de octubre de 1939 Santiago de Chile ( Chile ),"Santiago , Chile",Chilena,"Ingeniero civil , empresario , dirigente gremial y atleta",Universidad Católica de Chile,,,,,{}
Familia Velasco (Chile),Julio Velasco González,,"10 de septiembre de 1876 Coquimbo , Chile","Santiago , Chile",Chilena,Ingeniero mecánico y político,Escuela de Artes y Oficios,,,,,{}
Familia Velasco (Chile),Jaime Castillo Velasco,,"14 de marzo de 1914 Santiago , Chile",,Chilena,"Abogado , filósofo , académico y político",Universidad de Chile,,,,,{}
Familia Velasco (Chile),Francisco Aspillaga Velasco,,"12 de abril de 1783 Los Andes , Chile",,Chilena,Abogado,Real Universidad de San Felipe,,,,,{}
Familia Velasco (Chile),Belisario Velasco,,"5 de febrero de 1936 Santiago , Chile","Zapallar , Chile",Chilena,Empresario,,,,,,{'Luis Baraona Fornés': '[1] /wiki/Luis_Baraona_Forn%C3%A9s'}
Familia Velasco (Chile),Manuel Alcalde Velasco,,"14 de agosto de 1819 Santiago de Chile , Chile",,Chilena,Abogado y político,,,,,,{}
Familia Velasco (Chile),Aníbal Sanfuentes Velasco,,"? Coquimbo , Chile Chile",,Chilena,Abogado,Universidad de Chile,,,,,{}
Familia Velasco (Chile),Humberto Yáñez Velasco,,"5 de marzo de 1897 Talca , Chile",,Chilena,Abogado,Internado Nacional Barros Arana,,,,,{}
Familia Velasco (Chile),Eugenio Velasco Letelier,,"1918 Santiago , Chile",,Chilena,Abogado,Universidad de Chile,,,,,{}
Familia Velasco (Chile),Javier Velasco,,5 de julio de 1985 (39 años) Santiago de Chile ( Chile ),"Madrid , España",Chilena,Abogado y político,Universidad de Chile,,,,,{}
Familia Veloso,Paulina Veloso Valenzuela,,14 de febrero de 1957 (68 años) Concepción ( Chile ),"Santiago , Chile",Chilena,"Abogada , académica, investigadora y política",,,,,,{}
Familia Veloso,Nicolás Grau,Nicolás Andrés Grau Veloso,9 de abril de 1983 (41 años) Concepción ( Chile ),"Ñuñoa , Chile",Chilena,"Economista , ingeniero comercial, académico y político",Universidad de Pensilvania (Doctor en Filosofía en Economía en Economía ) Colegio Raimapu ( Educación secundaria ) Universidad de Chile ( Ingeniería comercial en Economía),Universidad de Chile,,,,{'Claudia Pascual Grau': '[1] /wiki/Claudia_Pascual'}
Familia Veloso,María Soledad Tohá,,"24 de agosto de 1965 (59 años) Chillán , Chile","Concepción , Chile",Chilena,Política y profesora,,,,,,{}
Familia Veloso,Adolfo Veloso,,"1 de septiembre de 1927 Bulnes , Chile",,Chilena,"Abogado , académico y político",Universidad de Chile,,,,,{}
Familia Vial,Juan de Dios Vial Larraín,,10 de agosto de 1924 Santiago de Chile ( Chile ),,Chilena,Filósofo y abogado,Pontificia Universidad Católica de Chile Universidad de Chile Colegio San Ignacio,Universidad Autónoma de Barcelona,,,,{}
Familia Vial,Alberto Vial Infante,,1876,,Chilena,"Abogado , agricultor y político",Universidad de Chile,,,,,{'Carlos Vial Infante': '[1] /wiki/Carlos_Vial_Infante'}
Familia Vial,Teresa Marinovic,Teresa Margarita Natalia Marinovic Vial,"3 de febrero de 1973 (52 años) Viña del Mar , Chile","Santiago , Chile",Chilena,"Columnista , docente universitario y política",,El Mostrador Las Últimas Noticias Bío-Bío Chile TV,,,,{}
Familia Vial,Francisco Vial Freire,,"7 de febrero de 1899 Santiago , Chile Chile",,Chilena,Político,Colegio de los Sagrados Corazones de Santiago,,,,,{'Ramón Freire Serrano': '[1] /wiki/Ram%C3%B3n_Freire'}
Familia Vial,Juan Manuel Alemparte Vial,,"1804 Santiago de Chile , Chile",,Chilena,Militar,,,,,,{}
Familia Vial,Osvaldo Rengifo,,10 de septiembre de 1843 Chile,,Chilena,Abogado y político,Universidad de Chile Instituto Nacional,Universidad de Chile,,,,{}
Familia Vial,Juan de Dios Vial Guzmán (1851),,1851,,Chilena,Político y militar,,,,,,{}
Familia Vial,Ángel Prieto Vial,,"1779 Santiago de Chile , Chile",,Chilena,Militar,,,,,,{}
Familia Vial,Carlos Vial Infante,,8 de octubre de 1892 Berck ( Francia ),,Chilena,Ingeniero civil y empresario,Universidad Católica de Chile,,,,,{'Alberto Vial Infante': '[1] /wiki/Alberto_Vial_Infante'}
Familia Vial,Arturo Fernández Vial,,15 de marzo de 1858 Santiago de Chile ( Chile ),,Chilena,Marino,Escuela Naval Arturo Prat ( Guardiamarina ; 1875-1876),,,,,{}
Familia Vial,Juan de Dios Vial del Río,,1779 Concepción ( Chile ),,Chilena,Juez y político,,,,,,{}
Familia Vial,Luis Prieto Vial,,23 de octubre de 1918,,Chilena,"Arquitecto , empresario y dirigente gremial",Universidad Católica de Chile,,,,,{}
Familia Vial,Jorge Ugarte,,1903,,Chilena,Abogado,,,,,,{}
Familia Vial,Vicente Domínguez,,13 de diciembre de 1942 (82 años),"Santiago , Chile",Chilena,"Abogado , empresario , dirigente gremial y consultor",Universidad Católica de Chile,,,,,{'Eduardo Domínguez': '[1] /w/index.php?title=Eduardo_Dom%C3%ADnguez_(director)&action=edit&redlink=1'}
Familia Vial,Carlos Vial Izquierdo,,Siglo XX,,Chileno,"Ingeniero civil , empresario y dirigente gremial",Universidad de Fordham y Universidad Católica de Chile,,,,,"{'Carlos Vial Espantoso': '[1] /wiki/Carlos_Vial_Espantoso', 'Luis Izquierdo Fredes': '[2] /wiki/Luis_Izquierdo_Fredes'}"
Familia Vial,Rodrigo Galilea,,3 de noviembre de 1966 (58 años) Santiago de Chile ( Chile ),"Talca , Chile",Chilena,"Abogado , empresario y político",Pontificia Universidad Católica de Chile,,,,,{}
Familia Vial,Enrique Matta Vial,,9 de septiembre de 1868 Santiago de Chile ( Chile ),,Chilena,Abogado e historiador,Universidad de Chile,,,,,{}
Familia Vial,Julia Vial,Julia Beatriz Vial Cuevas,"24 de junio de 1977 (47 años) Santiago , Chile",,Chilena,Periodista,,,,,,{}
Familia Vial,Manuel Camilo Vial,,20 de marzo de 1804 Valparaíso ( Chile ),,Chilena,Político y diplomático,Real Universidad de San Felipe,,,,,{}
Familia Vial,Carlos Vial Espantoso,Carlos Augusto Vial Espantoso,"22 de febrero de 1900 Lima , Perú",,Chilena,"Abogado , empresario y político",Universidad de Chile,Bolsa de Comercio de Santiago Compañía Sud Americana de Vapores Banco Sud Americano Universidad Católica de Chile,,Club de La Unión,,{}
Familia Vial,Joaquín Prieto,,"20 de agosto de 1786 Concepción , Capitanía General de Chile","Santiago , Chile",Chilena,Militar y político,,,,,,{}
Familia Vial,Manuel Rengifo Vial,,,,,,,,,,,{}
Familia Vial,Familia Vial,,,,,,,,,,,{}
Familia Vial,Enrique Vergara Vial,,"25 de febrero de 1968 (57 años) Santiago , Chile","Santiago , Chile",Chilena,Abogado y académico,Universidad Diego Portales,,,,,{}
Familia Vial,Bernardo Larraín Vial,,"27 de agosto de 1914 Santiago , Chile",,Chilena,Abogado y político,Universidad Católica de Chile,,,,,{}
Familia Vial,José Camilo del Solar,,"1805 Concepción , Chile",,Chilena,Hacendado,,,,,,{}
Familia Vial,María Mercedes Vial,María Mercedes Vial Solar,"1863 Santiago , Chile",,Chilena,Escritora,,,,,,{}
Familia Vial,Joaquín Vial,,15 de mayo de 1953 (71 años),"Santiago , Chile",Chilena,"Economista , académico, investigador y consultor",Universidad de Chile,,,,,{}
Familia Vial,Fernando Echeverría,Fernando Echeverría Vial,"4 de septiembre de 1953 (71 años) Santiago , Chile","Santiago , Chile",Chilena,"Ingeniero civil , empresario , dirigente gremial y político",Universidad Católica de Chile,,,,,{}
Familia Vial,José Antonio Alemparte Vial,,1 de abril de 1799 Concepción,,chilena,"militar empresario y político , Participación en Batallas de la Independencia : Combate de Quechereguas (1814) , Batalla de Gamero (1814), Batalla de Rancagua (1814), Chacabuco (1817), Combate de Curapalihue (1817), Batalla del Cerro Gavilán (1817), Combate de Las Vegas de Talcahuano (1820), Participación Revolución de 1851 : Batalla de Loncomilla (1851).",,,,,,{}
Familia Vial,Agustín Vial Santelices,,"27 de agosto de 1772 Concepción , Reino de España",,Chilena,"Militar , abogado y político",Real Universidad de San Felipe,,,,,{}
Familia Vial,Juan de Dios Vial Correa,,18 de mayo de 1925 Santiago de Chile,,Chilena,"Médico , cirujano y profesor universitario",Pontificia Universidad Católica de Chile Colegio de los Sagrados Corazones de Santiago,,Cirugía,Academia Pontificia para la Vida,,{'Gonzalo Vial Correa': '[1] /wiki/Gonzalo_Vial_Correa'}
Familia Vial,Leonidas Vial Guzmán,,"26 de enero de 1843 Santiago , Chile",,Chilena,"Ingeniero , empresario y político",Universidad de Chile,,,,,{}
Familia Vial,Andrés Domínguez Vial,,,,,,,,,,,{}
Familia Vial,Alejandro Vial,,"1823 Santiago , Chile",,Chilena,Agrimensor,,,,,,{}
Familia Vial,Osvaldo Vial Vial,,"29 de octubre de 1890 Santiago , Chile","Santiago , Chile",Chilena,"Abogado , diplomático y político",Universidad de Chile Colegio San Ignacio,,,,,{}
Familia Vial,Pablo Ruiz-Tagle,Pablo José Ruiz-Tagle Vial,29 de enero de 1959 (66 años) Santiago de Chile ( Chile ),,Chilena,Abogado y académico,Universidad de Chile ( Lic. en Derecho ) Universidad Yale ( Maestría y Doc. en Derecho) Saint George's College ( Educación primaria ) Colegio Tabancura ( Educación secundaria ),Pontificia Universidad Católica de Chile Facultad de Derecho de la Universidad de Chile (desde 1992),Derecho constitucional,,,{}
Familia Vial,Francisco Marambio,,,,Chilena,Diplomático,,,,,,{}
Familia Vial,Manuel Vial,,,,,,,,,,,{}
Familia Vial,Juan de Dios Vial Guzmán (1814),,1814,,Chilena,Político,,,,,,{}
Familia Vicuña,Teresa Vicuña,Teresa Vicuña Lagarrigue,"1924 Santiago , Chile Chile","Santiago, Chile",Chilena,Escultora,,Pontificia Universidad Católica de Chile,Escultura,,,{}
Familia Vicuña,Santiago de Larraín y Vicuña,,"21 de noviembre de 1666 Aranaz , Navarra , España",,Española,"Militar , político y magistrado",,,,Orden de Santiago,,"{'Martín José de Larraín Vicuña': '[1] /w/index.php?title=Mart%C3%ADn_Jos%C3%A9_de_Larra%C3%ADn_Vicu%C3%B1a&action=edit&redlink=1', 'José Toribio de Larraín y Guzmán': '[2] /wiki/Jos%C3%A9_Toribio_de_Larra%C3%ADn_y_Guzm%C3%A1n', 'José Rafael Larraín Moxó': '[3] /wiki/Jos%C3%A9_Rafael_Larra%C3%ADn_Mox%C3%B3', 'Pablo Larraín Tejada': '[4] /wiki/Pablo_Larra%C3%ADn_Tejada'}"
Familia Vicuña,Francisco Orrego Vicuña,Francisco Ramón Orrego Vicuña,12 de junio de 1942 Santiago de Chile ( Chile ),,Chilena,"Abogado , juez y catedrático",Universidad de Chile Escuela de Economía y Ciencia Política de Londres ( Doc. ) Colegio de los Sagrados Corazones de Santiago,,,Instituto de Derecho Internacional,,"{'Benjamín Vicuña Mackenna': '[1] /wiki/Benjam%C3%ADn_Vicu%C3%B1a_Mackenna', 'Claudio Orrego Vicuña': '[2] /wiki/Claudio_Orrego_Vicu%C3%B1a', 'Claudio Orrego Larraín': '[3] /wiki/Claudio_Orrego_Larra%C3%ADn'}"
Familia Vicuña,Benjamín Vicuña Mackenna,,"25 de agosto de 1831 Santiago , Chile","Santiago , Chile y California , Estados Unidos",Chilena,"Abogado , escritor y político",Instituto Nacional Universidad de Chile,,,Sociedad de la Igualdad,,"{""Juan Mackenna O'Reilly"": '[1] /wiki/Juan_Mackenna_O%27Reilly'}"
Familia Vicuña,Augusto Vicuña Subercaseaux,,"4 de agosto de 1877 Santiago , Chile",,Chilena,Abogado,Universidad de Chile Instituto Nacional,,,,,{}
Familia Vicuña,Félix Mackenna Vicuña,,"1823 Santiago , Chile",,Chilena,Militar,Escuela Militar,,,,,{}
Familia Vicuña,Victoria Subercaseaux Vicuña,,28 de julio de 1848 Santiago de Chile ( Chile ),,Chilena,,,,,,,{}
Familia Vicuña,Gustavo Vicuña Salas,,Siglo XX,"Santiago , Chile",Chilena,"Ingeniero civil , empresario y dirigente gremial",Universidad de Chile,,,,,{}
Familia Vicuña,Benjamín Vicuña Solar,,,,,,,,,,,{}
Familia Vicuña,Ismael Vicuña Subercaseaux,,"1877 Chile Chile , Santiago",,Chilena,Bachiller en Humanidades,Instituto Nacional (Chile),,,,,{}
Familia Vicuña,Leonora Vicuña,Leonora Magdalena Vicuña Navarro,"11 de diciembre de 1952 (72 años) Santiago , Chile Chile",Santiago de Chile,Chilena,Fotógrafa,,,Fotografía,,,{}
Familia Vicuña,Carlos Morla Lynch,,20 de octubre de 1888 [ 1 ] ​ París (Francia),,Chilena,diplomático,,,,Orden de Isabel la Católica,,{}
Familia Vicuña,Vicuña (Chile),,,,,,,,,,,{}
Familia Vicuña,Antonio Subercaseaux,Antonio Subercaseaux Vicuña,"1843 Santiago , Chile",,Chilena,Comerciante,,,,,,{}
Familia Vicuña,Amalia Larraín y Vicuña,,1832 Santiago de Chile ( Chile ),,Chilena,Compositora y benefactora,,,,,,{}
Familia Vicuña,Tomás Reyes,Tomás Reyes Vicuña,"6 de octubre de 1914 Santiago , Chile","Santiago , Chile",Chilena,Político y arquitecto,Pontificia Universidad Católica de Chile Colegio San Ignacio,,,,,{}
Familia Vicuña,Claudio Vicuña Subercaseaux,,"1875 Santiago , Chile",,Chilena,Agricultor y político,Colegio de los Padres Franceses,,,,,{}
Familia Vicuña,Juan Casanova Vicuña,,27 de diciembre de 1894 Santiago de Chile ( Chile ),,Chilena,Compositor y director de orquesta,Conservatorio Nacional de Música,,,,,{}
Familia Vicuña,Pablo Vicuña,,"1913 Santiago , Chile",,Argentina y chilena,Actor,,,,,,{}
Familia Vicuña,Francisco Ramón Vicuña Larraín,,"1775 Santiago , Capitanía general de Chile",,Chilena,"Militar , Político",,,,,,{}
Familia Vicuña,Julio Vicuña Cifuentes,,"1 de marzo de 1865 La Serena , Chile",,Chilena,Escritor y poeta,Universidad de Chile,,,Sociedad Chilena de Historia y Geografía,,{}
Familia Vicuña,Manuel Rivas Vicuña,,1 de mayo de 1880 Santiago de Chile ( Chile ),"Santiago , Chile",Chilena,"Abogado , político , diplomático y escritor",Universidad de Chile,,,,,"{'Rafael Gumucio Araya': '[1] /wiki/Rafael_Gumucio_Araya', 'Marco Enríquez Ominami': '[2] /wiki/Marco_Enr%C3%ADquez_Ominami'}"
Familia Vicuña,Carlos Vicuña (empresario),Carlos Vicuña,7 de diciembre de 1947,,Chilena,Abogado y empresario,Universidad de Chile,Grupo Luksic,,,,{}
Familia Vicuña,Santiago Marín Vicuña,,28 de noviembre de 1871 La Serena ( Chile ),,,Ingeniero,Universidad de Chile,,,,,{}
Familia Vicuña,Ricardo Vicuña,Ricardo Antonio Vicuña Ramírez,"22 de marzo de 1955 (70 años) Santiago , Chile",,Chilena,Realizador de televisión,Pontificia Universidad Católica de Chile,,Televisión,,,{}
